x	y	z	wkt_geom
13	7	16	"Polygon((95.2941176470588 5.29411764705883,116.470588235294 5.29411764705883,116.470588235294 15.8823529411765,95.2941176470588 15.8823529411765,95.2941176470588 5.29411764705883))"
14	7	16	"Polygon((116.470588235294 5.29411764705883,137.647058823529 5.29411764705883,137.647058823529 15.8823529411765,116.470588235294 15.8823529411765,116.470588235294 5.29411764705883))"
15	7	16	"Polygon((137.647058823529 5.29411764705883,158.823529411765 5.29411764705883,158.823529411765 15.8823529411765,137.647058823529 15.8823529411765,137.647058823529 5.29411764705883))"
16	7	16	"Polygon((158.823529411765 5.29411764705883,180 5.29411764705883,180 15.8823529411765,158.823529411765 15.8823529411765,158.823529411765 5.29411764705883))"
0	8	16	"Polygon((-180 -5.29411764705882,-158.823529411765 -5.29411764705882,-158.823529411765 5.29411764705883,-180 5.29411764705883,-180 -5.29411764705882))"
1	8	16	"Polygon((-158.823529411765 -5.29411764705882,-137.647058823529 -5.29411764705882,-137.647058823529 5.29411764705883,-158.823529411765 5.29411764705883,-158.823529411765 -5.29411764705882))"
2	8	16	"Polygon((-137.647058823529 -5.29411764705882,-116.470588235294 -5.29411764705882,-116.470588235294 5.29411764705883,-137.647058823529 5.29411764705883,-137.647058823529 -5.29411764705882))"
3	8	16	"Polygon((-116.470588235294 -5.29411764705882,-95.2941176470588 -5.29411764705882,-95.2941176470588 5.29411764705883,-116.470588235294 5.29411764705883,-116.470588235294 -5.29411764705882))"
4	8	16	"Polygon((-95.2941176470588 -5.29411764705882,-74.1176470588235 -5.29411764705882,-74.1176470588235 5.29411764705883,-95.2941176470588 5.29411764705883,-95.2941176470588 -5.29411764705882))"
5	8	16	"Polygon((-74.1176470588235 -5.29411764705882,-52.9411764705882 -5.29411764705882,-52.9411764705882 5.29411764705883,-74.1176470588235 5.29411764705883,-74.1176470588235 -5.29411764705882))"
6	8	16	"Polygon((-52.9411764705882 -5.29411764705882,-31.7647058823529 -5.29411764705882,-31.7647058823529 5.29411764705883,-52.9411764705882 5.29411764705883,-52.9411764705882 -5.29411764705882))"
7	8	16	"Polygon((-31.764705882353 -5.29411764705882,-10.5882352941177 -5.29411764705882,-10.5882352941177 5.29411764705883,-31.764705882353 5.29411764705883,-31.764705882353 -5.29411764705882))"
8	8	16	"Polygon((-10.5882352941177 -5.29411764705882,10.5882352941176 -5.29411764705882,10.5882352941176 5.29411764705883,-10.5882352941177 5.29411764705883,-10.5882352941177 -5.29411764705882))"
9	8	16	"Polygon((10.5882352941177 -5.29411764705882,31.7647058823529 -5.29411764705882,31.7647058823529 5.29411764705883,10.5882352941177 5.29411764705883,10.5882352941177 -5.29411764705882))"
10	8	16	"Polygon((31.7647058823529 -5.29411764705882,52.9411764705882 -5.29411764705882,52.9411764705882 5.29411764705883,31.7647058823529 5.29411764705883,31.7647058823529 -5.29411764705882))"
11	8	16	"Polygon((52.9411764705882 -5.29411764705882,74.1176470588235 -5.29411764705882,74.1176470588235 5.29411764705883,52.9411764705882 5.29411764705883,52.9411764705882 -5.29411764705882))"
12	8	16	"Polygon((74.1176470588235 -5.29411764705882,95.2941176470588 -5.29411764705882,95.2941176470588 5.29411764705883,74.1176470588235 5.29411764705883,74.1176470588235 -5.29411764705882))"
13	8	16	"Polygon((95.2941176470588 -5.29411764705882,116.470588235294 -5.29411764705882,116.470588235294 5.29411764705883,95.2941176470588 5.29411764705883,95.2941176470588 -5.29411764705882))"
14	8	16	"Polygon((116.470588235294 -5.29411764705882,137.647058823529 -5.29411764705882,137.647058823529 5.29411764705883,116.470588235294 5.29411764705883,116.470588235294 -5.29411764705882))"
15	8	16	"Polygon((137.647058823529 -5.29411764705882,158.823529411765 -5.29411764705882,158.823529411765 5.29411764705883,137.647058823529 5.29411764705883,137.647058823529 -5.29411764705882))"
16	8	16	"Polygon((158.823529411765 -5.29411764705882,180 -5.29411764705882,180 5.29411764705883,158.823529411765 5.29411764705883,158.823529411765 -5.29411764705882))"
0	9	16	"Polygon((-180 -15.8823529411765,-158.823529411765 -15.8823529411765,-158.823529411765 -5.29411764705883,-180 -5.29411764705883,-180 -15.8823529411765))"
1	9	16	"Polygon((-158.823529411765 -15.8823529411765,-137.647058823529 -15.8823529411765,-137.647058823529 -5.29411764705883,-158.823529411765 -5.29411764705883,-158.823529411765 -15.8823529411765))"
2	9	16	"Polygon((-137.647058823529 -15.8823529411765,-116.470588235294 -15.8823529411765,-116.470588235294 -5.29411764705883,-137.647058823529 -5.29411764705883,-137.647058823529 -15.8823529411765))"
3	9	16	"Polygon((-116.470588235294 -15.8823529411765,-95.2941176470588 -15.8823529411765,-95.2941176470588 -5.29411764705883,-116.470588235294 -5.29411764705883,-116.470588235294 -15.8823529411765))"
4	9	16	"Polygon((-95.2941176470588 -15.8823529411765,-74.1176470588235 -15.8823529411765,-74.1176470588235 -5.29411764705883,-95.2941176470588 -5.29411764705883,-95.2941176470588 -15.8823529411765))"
5	9	16	"Polygon((-74.1176470588235 -15.8823529411765,-52.9411764705882 -15.8823529411765,-52.9411764705882 -5.29411764705883,-74.1176470588235 -5.29411764705883,-74.1176470588235 -15.8823529411765))"
6	9	16	"Polygon((-52.9411764705882 -15.8823529411765,-31.7647058823529 -15.8823529411765,-31.7647058823529 -5.29411764705883,-52.9411764705882 -5.29411764705883,-52.9411764705882 -15.8823529411765))"
7	9	16	"Polygon((-31.764705882353 -15.8823529411765,-10.5882352941177 -15.8823529411765,-10.5882352941177 -5.29411764705883,-31.764705882353 -5.29411764705883,-31.764705882353 -15.8823529411765))"
8	9	16	"Polygon((-10.5882352941177 -15.8823529411765,10.5882352941176 -15.8823529411765,10.5882352941176 -5.29411764705883,-10.5882352941177 -5.29411764705883,-10.5882352941177 -15.8823529411765))"
9	9	16	"Polygon((10.5882352941177 -15.8823529411765,31.7647058823529 -15.8823529411765,31.7647058823529 -5.29411764705883,10.5882352941177 -5.29411764705883,10.5882352941177 -15.8823529411765))"
10	9	16	"Polygon((31.7647058823529 -15.8823529411765,52.9411764705882 -15.8823529411765,52.9411764705882 -5.29411764705883,31.7647058823529 -5.29411764705883,31.7647058823529 -15.8823529411765))"
11	9	16	"Polygon((52.9411764705882 -15.8823529411765,74.1176470588235 -15.8823529411765,74.1176470588235 -5.29411764705883,52.9411764705882 -5.29411764705883,52.9411764705882 -15.8823529411765))"
12	9	16	"Polygon((74.1176470588235 -15.8823529411765,95.2941176470588 -15.8823529411765,95.2941176470588 -5.29411764705883,74.1176470588235 -5.29411764705883,74.1176470588235 -15.8823529411765))"
13	9	16	"Polygon((95.2941176470588 -15.8823529411765,116.470588235294 -15.8823529411765,116.470588235294 -5.29411764705883,95.2941176470588 -5.29411764705883,95.2941176470588 -15.8823529411765))"
14	9	16	"Polygon((116.470588235294 -15.8823529411765,137.647058823529 -15.8823529411765,137.647058823529 -5.29411764705883,116.470588235294 -5.29411764705883,116.470588235294 -15.8823529411765))"
15	9	16	"Polygon((137.647058823529 -15.8823529411765,158.823529411765 -15.8823529411765,158.823529411765 -5.29411764705883,137.647058823529 -5.29411764705883,137.647058823529 -15.8823529411765))"
16	9	16	"Polygon((158.823529411765 -15.8823529411765,180 -15.8823529411765,180 -5.29411764705883,158.823529411765 -5.29411764705883,158.823529411765 -15.8823529411765))"
0	10	16	"Polygon((-180 -26.4705882352941,-158.823529411765 -26.4705882352941,-158.823529411765 -15.8823529411765,-180 -15.8823529411765,-180 -26.4705882352941))"
1	10	16	"Polygon((-158.823529411765 -26.4705882352941,-137.647058823529 -26.4705882352941,-137.647058823529 -15.8823529411765,-158.823529411765 -15.8823529411765,-158.823529411765 -26.4705882352941))"
2	10	16	"Polygon((-137.647058823529 -26.4705882352941,-116.470588235294 -26.4705882352941,-116.470588235294 -15.8823529411765,-137.647058823529 -15.8823529411765,-137.647058823529 -26.4705882352941))"
3	10	16	"Polygon((-116.470588235294 -26.4705882352941,-95.2941176470588 -26.4705882352941,-95.2941176470588 -15.8823529411765,-116.470588235294 -15.8823529411765,-116.470588235294 -26.4705882352941))"
4	10	16	"Polygon((-95.2941176470588 -26.4705882352941,-74.1176470588235 -26.4705882352941,-74.1176470588235 -15.8823529411765,-95.2941176470588 -15.8823529411765,-95.2941176470588 -26.4705882352941))"
5	10	16	"Polygon((-74.1176470588235 -26.4705882352941,-52.9411764705882 -26.4705882352941,-52.9411764705882 -15.8823529411765,-74.1176470588235 -15.8823529411765,-74.1176470588235 -26.4705882352941))"
6	10	16	"Polygon((-52.9411764705882 -26.4705882352941,-31.7647058823529 -26.4705882352941,-31.7647058823529 -15.8823529411765,-52.9411764705882 -15.8823529411765,-52.9411764705882 -26.4705882352941))"
7	10	16	"Polygon((-31.764705882353 -26.4705882352941,-10.5882352941177 -26.4705882352941,-10.5882352941177 -15.8823529411765,-31.764705882353 -15.8823529411765,-31.764705882353 -26.4705882352941))"
8	10	16	"Polygon((-10.5882352941177 -26.4705882352941,10.5882352941176 -26.4705882352941,10.5882352941176 -15.8823529411765,-10.5882352941177 -15.8823529411765,-10.5882352941177 -26.4705882352941))"
9	10	16	"Polygon((10.5882352941177 -26.4705882352941,31.7647058823529 -26.4705882352941,31.7647058823529 -15.8823529411765,10.5882352941177 -15.8823529411765,10.5882352941177 -26.4705882352941))"
10	10	16	"Polygon((31.7647058823529 -26.4705882352941,52.9411764705882 -26.4705882352941,52.9411764705882 -15.8823529411765,31.7647058823529 -15.8823529411765,31.7647058823529 -26.4705882352941))"
11	10	16	"Polygon((52.9411764705882 -26.4705882352941,74.1176470588235 -26.4705882352941,74.1176470588235 -15.8823529411765,52.9411764705882 -15.8823529411765,52.9411764705882 -26.4705882352941))"
12	10	16	"Polygon((74.1176470588235 -26.4705882352941,95.2941176470588 -26.4705882352941,95.2941176470588 -15.8823529411765,74.1176470588235 -15.8823529411765,74.1176470588235 -26.4705882352941))"
13	10	16	"Polygon((95.2941176470588 -26.4705882352941,116.470588235294 -26.4705882352941,116.470588235294 -15.8823529411765,95.2941176470588 -15.8823529411765,95.2941176470588 -26.4705882352941))"
14	10	16	"Polygon((116.470588235294 -26.4705882352941,137.647058823529 -26.4705882352941,137.647058823529 -15.8823529411765,116.470588235294 -15.8823529411765,116.470588235294 -26.4705882352941))"
15	10	16	"Polygon((137.647058823529 -26.4705882352941,158.823529411765 -26.4705882352941,158.823529411765 -15.8823529411765,137.647058823529 -15.8823529411765,137.647058823529 -26.4705882352941))"
16	10	16	"Polygon((158.823529411765 -26.4705882352941,180 -26.4705882352941,180 -15.8823529411765,158.823529411765 -15.8823529411765,158.823529411765 -26.4705882352941))"
0	11	16	"Polygon((-180 -37.0588235294118,-158.823529411765 -37.0588235294118,-158.823529411765 -26.4705882352941,-180 -26.4705882352941,-180 -37.0588235294118))"
1	11	16	"Polygon((-158.823529411765 -37.0588235294118,-137.647058823529 -37.0588235294118,-137.647058823529 -26.4705882352941,-158.823529411765 -26.4705882352941,-158.823529411765 -37.0588235294118))"
2	11	16	"Polygon((-137.647058823529 -37.0588235294118,-116.470588235294 -37.0588235294118,-116.470588235294 -26.4705882352941,-137.647058823529 -26.4705882352941,-137.647058823529 -37.0588235294118))"
3	11	16	"Polygon((-116.470588235294 -37.0588235294118,-95.2941176470588 -37.0588235294118,-95.2941176470588 -26.4705882352941,-116.470588235294 -26.4705882352941,-116.470588235294 -37.0588235294118))"
4	11	16	"Polygon((-95.2941176470588 -37.0588235294118,-74.1176470588235 -37.0588235294118,-74.1176470588235 -26.4705882352941,-95.2941176470588 -26.4705882352941,-95.2941176470588 -37.0588235294118))"
5	11	16	"Polygon((-74.1176470588235 -37.0588235294118,-52.9411764705882 -37.0588235294118,-52.9411764705882 -26.4705882352941,-74.1176470588235 -26.4705882352941,-74.1176470588235 -37.0588235294118))"
6	11	16	"Polygon((-52.9411764705882 -37.0588235294118,-31.7647058823529 -37.0588235294118,-31.7647058823529 -26.4705882352941,-52.9411764705882 -26.4705882352941,-52.9411764705882 -37.0588235294118))"
7	11	16	"Polygon((-31.764705882353 -37.0588235294118,-10.5882352941177 -37.0588235294118,-10.5882352941177 -26.4705882352941,-31.764705882353 -26.4705882352941,-31.764705882353 -37.0588235294118))"
8	11	16	"Polygon((-10.5882352941177 -37.0588235294118,10.5882352941176 -37.0588235294118,10.5882352941176 -26.4705882352941,-10.5882352941177 -26.4705882352941,-10.5882352941177 -37.0588235294118))"
9	11	16	"Polygon((10.5882352941177 -37.0588235294118,31.7647058823529 -37.0588235294118,31.7647058823529 -26.4705882352941,10.5882352941177 -26.4705882352941,10.5882352941177 -37.0588235294118))"
10	11	16	"Polygon((31.7647058823529 -37.0588235294118,52.9411764705882 -37.0588235294118,52.9411764705882 -26.4705882352941,31.7647058823529 -26.4705882352941,31.7647058823529 -37.0588235294118))"
11	11	16	"Polygon((52.9411764705882 -37.0588235294118,74.1176470588235 -37.0588235294118,74.1176470588235 -26.4705882352941,52.9411764705882 -26.4705882352941,52.9411764705882 -37.0588235294118))"
12	11	16	"Polygon((74.1176470588235 -37.0588235294118,95.2941176470588 -37.0588235294118,95.2941176470588 -26.4705882352941,74.1176470588235 -26.4705882352941,74.1176470588235 -37.0588235294118))"
13	11	16	"Polygon((95.2941176470588 -37.0588235294118,116.470588235294 -37.0588235294118,116.470588235294 -26.4705882352941,95.2941176470588 -26.4705882352941,95.2941176470588 -37.0588235294118))"
14	11	16	"Polygon((116.470588235294 -37.0588235294118,137.647058823529 -37.0588235294118,137.647058823529 -26.4705882352941,116.470588235294 -26.4705882352941,116.470588235294 -37.0588235294118))"
15	11	16	"Polygon((137.647058823529 -37.0588235294118,158.823529411765 -37.0588235294118,158.823529411765 -26.4705882352941,137.647058823529 -26.4705882352941,137.647058823529 -37.0588235294118))"
16	11	16	"Polygon((158.823529411765 -37.0588235294118,180 -37.0588235294118,180 -26.4705882352941,158.823529411765 -26.4705882352941,158.823529411765 -37.0588235294118))"
0	12	16	"Polygon((-180 -47.6470588235294,-158.823529411765 -47.6470588235294,-158.823529411765 -37.0588235294118,-180 -37.0588235294118,-180 -47.6470588235294))"
1	12	16	"Polygon((-158.823529411765 -47.6470588235294,-137.647058823529 -47.6470588235294,-137.647058823529 -37.0588235294118,-158.823529411765 -37.0588235294118,-158.823529411765 -47.6470588235294))"
2	12	16	"Polygon((-137.647058823529 -47.6470588235294,-116.470588235294 -47.6470588235294,-116.470588235294 -37.0588235294118,-137.647058823529 -37.0588235294118,-137.647058823529 -47.6470588235294))"
3	12	16	"Polygon((-116.470588235294 -47.6470588235294,-95.2941176470588 -47.6470588235294,-95.2941176470588 -37.0588235294118,-116.470588235294 -37.0588235294118,-116.470588235294 -47.6470588235294))"
4	12	16	"Polygon((-95.2941176470588 -47.6470588235294,-74.1176470588235 -47.6470588235294,-74.1176470588235 -37.0588235294118,-95.2941176470588 -37.0588235294118,-95.2941176470588 -47.6470588235294))"
5	12	16	"Polygon((-74.1176470588235 -47.6470588235294,-52.9411764705882 -47.6470588235294,-52.9411764705882 -37.0588235294118,-74.1176470588235 -37.0588235294118,-74.1176470588235 -47.6470588235294))"
6	12	16	"Polygon((-52.9411764705882 -47.6470588235294,-31.7647058823529 -47.6470588235294,-31.7647058823529 -37.0588235294118,-52.9411764705882 -37.0588235294118,-52.9411764705882 -47.6470588235294))"
7	12	16	"Polygon((-31.764705882353 -47.6470588235294,-10.5882352941177 -47.6470588235294,-10.5882352941177 -37.0588235294118,-31.764705882353 -37.0588235294118,-31.764705882353 -47.6470588235294))"
8	12	16	"Polygon((-10.5882352941177 -47.6470588235294,10.5882352941176 -47.6470588235294,10.5882352941176 -37.0588235294118,-10.5882352941177 -37.0588235294118,-10.5882352941177 -47.6470588235294))"
9	12	16	"Polygon((10.5882352941177 -47.6470588235294,31.7647058823529 -47.6470588235294,31.7647058823529 -37.0588235294118,10.5882352941177 -37.0588235294118,10.5882352941177 -47.6470588235294))"
10	12	16	"Polygon((31.7647058823529 -47.6470588235294,52.9411764705882 -47.6470588235294,52.9411764705882 -37.0588235294118,31.7647058823529 -37.0588235294118,31.7647058823529 -47.6470588235294))"
11	12	16	"Polygon((52.9411764705882 -47.6470588235294,74.1176470588235 -47.6470588235294,74.1176470588235 -37.0588235294118,52.9411764705882 -37.0588235294118,52.9411764705882 -47.6470588235294))"
12	12	16	"Polygon((74.1176470588235 -47.6470588235294,95.2941176470588 -47.6470588235294,95.2941176470588 -37.0588235294118,74.1176470588235 -37.0588235294118,74.1176470588235 -47.6470588235294))"
13	12	16	"Polygon((95.2941176470588 -47.6470588235294,116.470588235294 -47.6470588235294,116.470588235294 -37.0588235294118,95.2941176470588 -37.0588235294118,95.2941176470588 -47.6470588235294))"
14	12	16	"Polygon((116.470588235294 -47.6470588235294,137.647058823529 -47.6470588235294,137.647058823529 -37.0588235294118,116.470588235294 -37.0588235294118,116.470588235294 -47.6470588235294))"
15	12	16	"Polygon((137.647058823529 -47.6470588235294,158.823529411765 -47.6470588235294,158.823529411765 -37.0588235294118,137.647058823529 -37.0588235294118,137.647058823529 -47.6470588235294))"
16	12	16	"Polygon((158.823529411765 -47.6470588235294,180 -47.6470588235294,180 -37.0588235294118,158.823529411765 -37.0588235294118,158.823529411765 -47.6470588235294))"
0	13	16	"Polygon((-180 -58.2352941176471,-158.823529411765 -58.2352941176471,-158.823529411765 -47.6470588235294,-180 -47.6470588235294,-180 -58.2352941176471))"
1	13	16	"Polygon((-158.823529411765 -58.2352941176471,-137.647058823529 -58.2352941176471,-137.647058823529 -47.6470588235294,-158.823529411765 -47.6470588235294,-158.823529411765 -58.2352941176471))"
2	13	16	"Polygon((-137.647058823529 -58.2352941176471,-116.470588235294 -58.2352941176471,-116.470588235294 -47.6470588235294,-137.647058823529 -47.6470588235294,-137.647058823529 -58.2352941176471))"
3	13	16	"Polygon((-116.470588235294 -58.2352941176471,-95.2941176470588 -58.2352941176471,-95.2941176470588 -47.6470588235294,-116.470588235294 -47.6470588235294,-116.470588235294 -58.2352941176471))"
4	13	16	"Polygon((-95.2941176470588 -58.2352941176471,-74.1176470588235 -58.2352941176471,-74.1176470588235 -47.6470588235294,-95.2941176470588 -47.6470588235294,-95.2941176470588 -58.2352941176471))"
5	13	16	"Polygon((-74.1176470588235 -58.2352941176471,-52.9411764705882 -58.2352941176471,-52.9411764705882 -47.6470588235294,-74.1176470588235 -47.6470588235294,-74.1176470588235 -58.2352941176471))"
6	13	16	"Polygon((-52.9411764705882 -58.2352941176471,-31.7647058823529 -58.2352941176471,-31.7647058823529 -47.6470588235294,-52.9411764705882 -47.6470588235294,-52.9411764705882 -58.2352941176471))"
7	13	16	"Polygon((-31.764705882353 -58.2352941176471,-10.5882352941177 -58.2352941176471,-10.5882352941177 -47.6470588235294,-31.764705882353 -47.6470588235294,-31.764705882353 -58.2352941176471))"
8	13	16	"Polygon((-10.5882352941177 -58.2352941176471,10.5882352941176 -58.2352941176471,10.5882352941176 -47.6470588235294,-10.5882352941177 -47.6470588235294,-10.5882352941177 -58.2352941176471))"
9	13	16	"Polygon((10.5882352941177 -58.2352941176471,31.7647058823529 -58.2352941176471,31.7647058823529 -47.6470588235294,10.5882352941177 -47.6470588235294,10.5882352941177 -58.2352941176471))"
10	13	16	"Polygon((31.7647058823529 -58.2352941176471,52.9411764705882 -58.2352941176471,52.9411764705882 -47.6470588235294,31.7647058823529 -47.6470588235294,31.7647058823529 -58.2352941176471))"
11	13	16	"Polygon((52.9411764705882 -58.2352941176471,74.1176470588235 -58.2352941176471,74.1176470588235 -47.6470588235294,52.9411764705882 -47.6470588235294,52.9411764705882 -58.2352941176471))"
12	13	16	"Polygon((74.1176470588235 -58.2352941176471,95.2941176470588 -58.2352941176471,95.2941176470588 -47.6470588235294,74.1176470588235 -47.6470588235294,74.1176470588235 -58.2352941176471))"
13	13	16	"Polygon((95.2941176470588 -58.2352941176471,116.470588235294 -58.2352941176471,116.470588235294 -47.6470588235294,95.2941176470588 -47.6470588235294,95.2941176470588 -58.2352941176471))"
14	13	16	"Polygon((116.470588235294 -58.2352941176471,137.647058823529 -58.2352941176471,137.647058823529 -47.6470588235294,116.470588235294 -47.6470588235294,116.470588235294 -58.2352941176471))"
15	13	16	"Polygon((137.647058823529 -58.2352941176471,158.823529411765 -58.2352941176471,158.823529411765 -47.6470588235294,137.647058823529 -47.6470588235294,137.647058823529 -58.2352941176471))"
16	13	16	"Polygon((158.823529411765 -58.2352941176471,180 -58.2352941176471,180 -47.6470588235294,158.823529411765 -47.6470588235294,158.823529411765 -58.2352941176471))"
0	14	16	"Polygon((-180 -68.8235294117647,-158.823529411765 -68.8235294117647,-158.823529411765 -58.235294117647,-180 -58.235294117647,-180 -68.8235294117647))"
1	14	16	"Polygon((-158.823529411765 -68.8235294117647,-137.647058823529 -68.8235294117647,-137.647058823529 -58.235294117647,-158.823529411765 -58.235294117647,-158.823529411765 -68.8235294117647))"
2	14	16	"Polygon((-137.647058823529 -68.8235294117647,-116.470588235294 -68.8235294117647,-116.470588235294 -58.235294117647,-137.647058823529 -58.235294117647,-137.647058823529 -68.8235294117647))"
3	14	16	"Polygon((-116.470588235294 -68.8235294117647,-95.2941176470588 -68.8235294117647,-95.2941176470588 -58.235294117647,-116.470588235294 -58.235294117647,-116.470588235294 -68.8235294117647))"
4	14	16	"Polygon((-95.2941176470588 -68.8235294117647,-74.1176470588235 -68.8235294117647,-74.1176470588235 -58.235294117647,-95.2941176470588 -58.235294117647,-95.2941176470588 -68.8235294117647))"
5	14	16	"Polygon((-74.1176470588235 -68.8235294117647,-52.9411764705882 -68.8235294117647,-52.9411764705882 -58.235294117647,-74.1176470588235 -58.235294117647,-74.1176470588235 -68.8235294117647))"
6	14	16	"Polygon((-52.9411764705882 -68.8235294117647,-31.7647058823529 -68.8235294117647,-31.7647058823529 -58.235294117647,-52.9411764705882 -58.235294117647,-52.9411764705882 -68.8235294117647))"
7	14	16	"Polygon((-31.764705882353 -68.8235294117647,-10.5882352941177 -68.8235294117647,-10.5882352941177 -58.235294117647,-31.764705882353 -58.235294117647,-31.764705882353 -68.8235294117647))"
8	14	16	"Polygon((-10.5882352941177 -68.8235294117647,10.5882352941176 -68.8235294117647,10.5882352941176 -58.235294117647,-10.5882352941177 -58.235294117647,-10.5882352941177 -68.8235294117647))"
9	14	16	"Polygon((10.5882352941177 -68.8235294117647,31.7647058823529 -68.8235294117647,31.7647058823529 -58.235294117647,10.5882352941177 -58.235294117647,10.5882352941177 -68.8235294117647))"
10	14	16	"Polygon((31.7647058823529 -68.8235294117647,52.9411764705882 -68.8235294117647,52.9411764705882 -58.235294117647,31.7647058823529 -58.235294117647,31.7647058823529 -68.8235294117647))"
11	14	16	"Polygon((52.9411764705882 -68.8235294117647,74.1176470588235 -68.8235294117647,74.1176470588235 -58.235294117647,52.9411764705882 -58.235294117647,52.9411764705882 -68.8235294117647))"
12	14	16	"Polygon((74.1176470588235 -68.8235294117647,95.2941176470588 -68.8235294117647,95.2941176470588 -58.235294117647,74.1176470588235 -58.235294117647,74.1176470588235 -68.8235294117647))"
13	14	16	"Polygon((95.2941176470588 -68.8235294117647,116.470588235294 -68.8235294117647,116.470588235294 -58.235294117647,95.2941176470588 -58.235294117647,95.2941176470588 -68.8235294117647))"
14	14	16	"Polygon((116.470588235294 -68.8235294117647,137.647058823529 -68.8235294117647,137.647058823529 -58.235294117647,116.470588235294 -58.235294117647,116.470588235294 -68.8235294117647))"
15	14	16	"Polygon((137.647058823529 -68.8235294117647,158.823529411765 -68.8235294117647,158.823529411765 -58.235294117647,137.647058823529 -58.235294117647,137.647058823529 -68.8235294117647))"
16	14	16	"Polygon((158.823529411765 -68.8235294117647,180 -68.8235294117647,180 -58.235294117647,158.823529411765 -58.235294117647,158.823529411765 -68.8235294117647))"
0	15	16	"Polygon((-180 -79.4117647058823,-158.823529411765 -79.4117647058823,-158.823529411765 -68.8235294117647,-180 -68.8235294117647,-180 -79.4117647058823))"
1	15	16	"Polygon((-158.823529411765 -79.4117647058823,-137.647058823529 -79.4117647058823,-137.647058823529 -68.8235294117647,-158.823529411765 -68.8235294117647,-158.823529411765 -79.4117647058823))"
2	15	16	"Polygon((-137.647058823529 -79.4117647058823,-116.470588235294 -79.4117647058823,-116.470588235294 -68.8235294117647,-137.647058823529 -68.8235294117647,-137.647058823529 -79.4117647058823))"
3	15	16	"Polygon((-116.470588235294 -79.4117647058823,-95.2941176470588 -79.4117647058823,-95.2941176470588 -68.8235294117647,-116.470588235294 -68.8235294117647,-116.470588235294 -79.4117647058823))"
4	15	16	"Polygon((-95.2941176470588 -79.4117647058823,-74.1176470588235 -79.4117647058823,-74.1176470588235 -68.8235294117647,-95.2941176470588 -68.8235294117647,-95.2941176470588 -79.4117647058823))"
5	15	16	"Polygon((-74.1176470588235 -79.4117647058823,-52.9411764705882 -79.4117647058823,-52.9411764705882 -68.8235294117647,-74.1176470588235 -68.8235294117647,-74.1176470588235 -79.4117647058823))"
6	15	16	"Polygon((-52.9411764705882 -79.4117647058823,-31.7647058823529 -79.4117647058823,-31.7647058823529 -68.8235294117647,-52.9411764705882 -68.8235294117647,-52.9411764705882 -79.4117647058823))"
7	15	16	"Polygon((-31.764705882353 -79.4117647058823,-10.5882352941177 -79.4117647058823,-10.5882352941177 -68.8235294117647,-31.764705882353 -68.8235294117647,-31.764705882353 -79.4117647058823))"
8	15	16	"Polygon((-10.5882352941177 -79.4117647058823,10.5882352941176 -79.4117647058823,10.5882352941176 -68.8235294117647,-10.5882352941177 -68.8235294117647,-10.5882352941177 -79.4117647058823))"
9	15	16	"Polygon((10.5882352941177 -79.4117647058823,31.7647058823529 -79.4117647058823,31.7647058823529 -68.8235294117647,10.5882352941177 -68.8235294117647,10.5882352941177 -79.4117647058823))"
10	15	16	"Polygon((31.7647058823529 -79.4117647058823,52.9411764705882 -79.4117647058823,52.9411764705882 -68.8235294117647,31.7647058823529 -68.8235294117647,31.7647058823529 -79.4117647058823))"
11	15	16	"Polygon((52.9411764705882 -79.4117647058823,74.1176470588235 -79.4117647058823,74.1176470588235 -68.8235294117647,52.9411764705882 -68.8235294117647,52.9411764705882 -79.4117647058823))"
12	15	16	"Polygon((74.1176470588235 -79.4117647058823,95.2941176470588 -79.4117647058823,95.2941176470588 -68.8235294117647,74.1176470588235 -68.8235294117647,74.1176470588235 -79.4117647058823))"
13	15	16	"Polygon((95.2941176470588 -79.4117647058823,116.470588235294 -79.4117647058823,116.470588235294 -68.8235294117647,95.2941176470588 -68.8235294117647,95.2941176470588 -79.4117647058823))"
14	15	16	"Polygon((116.470588235294 -79.4117647058823,137.647058823529 -79.4117647058823,137.647058823529 -68.8235294117647,116.470588235294 -68.8235294117647,116.470588235294 -79.4117647058823))"
15	15	16	"Polygon((137.647058823529 -79.4117647058823,158.823529411765 -79.4117647058823,158.823529411765 -68.8235294117647,137.647058823529 -68.8235294117647,137.647058823529 -79.4117647058823))"
16	15	16	"Polygon((158.823529411765 -79.4117647058823,180 -79.4117647058823,180 -68.8235294117647,158.823529411765 -68.8235294117647,158.823529411765 -79.4117647058823))"
0	16	16	"Polygon((-180 -90,-158.823529411765 -90,-158.823529411765 -79.4117647058823,-180 -79.4117647058823,-180 -90))"
1	16	16	"Polygon((-158.823529411765 -90,-137.647058823529 -90,-137.647058823529 -79.4117647058823,-158.823529411765 -79.4117647058823,-158.823529411765 -90))"
2	16	16	"Polygon((-137.647058823529 -90,-116.470588235294 -90,-116.470588235294 -79.4117647058823,-137.647058823529 -79.4117647058823,-137.647058823529 -90))"
3	16	16	"Polygon((-116.470588235294 -90,-95.2941176470588 -90,-95.2941176470588 -79.4117647058823,-116.470588235294 -79.4117647058823,-116.470588235294 -90))"
4	16	16	"Polygon((-95.2941176470588 -90,-74.1176470588235 -90,-74.1176470588235 -79.4117647058823,-95.2941176470588 -79.4117647058823,-95.2941176470588 -90))"
